trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
400,False,"{'a': 0.7, 'e': 0.6967067093471655}",20,0,-51.39469786384069,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
401,False,"{'a': 0.7, 'e': 0.6952706047088868}",20,16,10.002786869727093,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.7, 'e': 0.6938317189891162}",25,0,-74.94619052652918,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
403,False,"{'a': 0.7, 'e': 0.6923900579433949}",20,0,-55.68290152914062,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
404,False,"{'a': 0.7, 'e': 0.6909456273383651}",20,12,5.776533321960473,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.7, 'e': 0.6894984329517471}",20,10,-65.46382547399016,"{0: 4, 1: 0, 2: 5, 3: 1, 4: 0}",1
406,False,"{'a': 0.7, 'e': 0.6880484805723165}",25,0,-60.97013112737929,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
407,False,"{'a': 0.7, 'e': 0.6865957759998812}",30,0,-102.69004268963656,"{0: 24, 1: 0, 2: 3, 3: 1, 4: 2}",0
408,False,"{'a': 0.7, 'e': 0.6851403250452572}",20,0,-24.014313063994727,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
409,False,"{'a': 0.7, 'e': 0.6836821335302466}",35,11,-106.96751907980696,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 2}",1
410,False,"{'a': 0.7, 'e': 0.6822212072876136}",20,6,-45.78674958043046,"{0: 9, 1: 0, 2: 4, 3: 1, 4: 0}",1
411,False,"{'a': 0.7, 'e': 0.6807575521610609}",20,6,-38.632677688386146,"{0: 9, 1: 0, 2: 5, 3: 0, 4: 0}",1
412,False,"{'a': 0.7, 'e': 0.6792911740052073}",35,0,-137.27356734795924,"{0: 26, 1: 0, 2: 6, 3: 1, 4: 2}",0
413,False,"{'a': 0.7, 'e': 0.6778220786855633}",25,0,-53.12844853300314,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
414,False,"{'a': 0.7, 'e': 0.6763502720785085}",25,0,-93.75944160602248,"{0: 17, 1: 0, 2: 7, 3: 0, 4: 1}",0
415,False,"{'a': 0.7, 'e': 0.6748757600712672}",20,0,-59.025482485986096,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
416,False,"{'a': 0.7, 'e': 0.6733985485618852}",20,14,10.27999042810162,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.7, 'e': 0.671918643459207}",25,1,-74.04037995326911,"{0: 18, 1: 0, 2: 4, 3: 1, 4: 1}",1
418,False,"{'a': 0.7, 'e': 0.6704360506828508}",30,0,-82.57660567239611,"{0: 23, 1: 0, 2: 5, 3: 1, 4: 1}",0
419,False,"{'a': 0.7, 'e': 0.6689507761631859}",20,0,-133.9369699148387,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
420,False,"{'a': 0.7, 'e': 0.6674628258413082}",20,0,-85.79219331578243,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
421,False,"{'a': 0.7, 'e': 0.665972205669017}",20,5,-54.97996814012853,"{0: 10, 1: 0, 2: 3, 3: 2, 4: 0}",1
422,False,"{'a': 0.7, 'e': 0.6644789216087912}",25,18,9.594507513350345,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.7, 'e': 0.662982979633765}",20,14,-15.633540758484507,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
424,False,"{'a': 0.7, 'e': 0.6614843857277041}",20,15,-12.32263078308071,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
425,False,"{'a': 0.7, 'e': 0.6599831458849822}",20,5,-43.55988179386676,"{0: 10, 1: 0, 2: 4, 3: 1, 4: 0}",1
426,False,"{'a': 0.7, 'e': 0.6584792661105568}",20,0,-190.16382919024605,"{0: 9, 1: 0, 2: 6, 3: 3, 4: 2}",0
427,False,"{'a': 0.7, 'e': 0.656972752419945}",20,0,-87.1282836480785,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
428,False,"{'a': 0.7, 'e': 0.6554636108391995}",20,0,-80.55500256623029,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
429,False,"{'a': 0.7, 'e': 0.6539518474048845}",20,4,-18.00187779726989,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 0}",1
430,False,"{'a': 0.7, 'e': 0.6524374681640519}",20,6,-104.10994908975707,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 2}",1
431,False,"{'a': 0.7, 'e': 0.6509204791742165}",20,6,-28.247979531430246,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
432,False,"{'a': 0.6, 'e': 0.6494008865033324}",25,6,-45.22930552847372,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 1}",1
433,False,"{'a': 0.6, 'e': 0.647878696229768}",20,0,-62.553789236946315,"{0: 14, 1: 0, 2: 4, 3: 2, 4: 0}",0
434,False,"{'a': 0.6, 'e': 0.6463539144422826}",25,0,-79.99478596254838,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
435,False,"{'a': 0.6, 'e': 0.6448265472400012}",30,0,-166.64128336396922,"{0: 20, 1: 0, 2: 7, 3: 0, 4: 3}",0
436,False,"{'a': 0.6, 'e': 0.6432966007323907}",20,0,-91.74733695030089,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
437,False,"{'a': 0.6, 'e': 0.6417640810392349}",25,0,-136.76023831809508,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 3}",0
438,False,"{'a': 0.6, 'e': 0.6402289942906106}",30,14,-65.68847521058728,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 1}",1
439,False,"{'a': 0.6, 'e': 0.6386913466268629}",25,0,-111.7322517877154,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 2}",0
440,False,"{'a': 0.6, 'e': 0.6371511441985802}",20,12,-9.476254972453637,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
441,False,"{'a': 0.6, 'e': 0.6356083931665704}",20,0,-144.64035798844122,"{0: 12, 1: 0, 2: 4, 3: 2, 4: 2}",0
442,False,"{'a': 0.6, 'e': 0.6340630997018352}",20,0,-97.25835824260554,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
443,False,"{'a': 0.6, 'e': 0.6325152699855466}",25,17,2.6437006253268374,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
444,False,"{'a': 0.6, 'e': 0.6309649102090216}",20,0,-146.18419824442273,"{0: 12, 1: 0, 2: 4, 3: 2, 4: 2}",0
445,False,"{'a': 0.6, 'e': 0.6294120265736969}",25,0,-153.7505678305663,"{0: 18, 1: 0, 2: 2, 3: 2, 4: 3}",0
446,False,"{'a': 0.6, 'e': 0.6278566252911052}",30,17,-41.21332284415842,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 1}",1
447,False,"{'a': 0.6, 'e': 0.6262987125828494}",30,0,-198.0627606156267,"{0: 20, 1: 0, 2: 6, 3: 0, 4: 4}",0
448,False,"{'a': 0.6, 'e': 0.6247382946805784}",35,22,-27.077470060715182,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 0}",1
449,False,"{'a': 0.6, 'e': 0.6231753778259617}",20,0,-87.51744805171208,"{0: 11, 1: 0, 2: 8, 3: 1, 4: 0}",0
450,False,"{'a': 0.6, 'e': 0.6216099682706645}",20,16,8.367923171296052,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.6, 'e': 0.620042072276323}",20,0,-108.80143652127194,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
452,False,"{'a': 0.6, 'e': 0.6184716961145192}",20,1,-81.95413409427908,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 2}",1
453,False,"{'a': 0.6, 'e': 0.6168988460667556}",20,0,-82.75652542860131,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
454,False,"{'a': 0.6, 'e': 0.6153235284244302}",20,12,-21.27929193430173,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 0}",1
455,False,"{'a': 0.6, 'e': 0.6137457494888116}",20,0,-51.06664690976294,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
456,False,"{'a': 0.6, 'e': 0.6121655155710133}",20,5,-54.02376382673739,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 1}",1
457,False,"{'a': 0.6, 'e': 0.6105828329919689}",25,0,-189.39802813922412,"{0: 15, 1: 0, 2: 5, 3: 2, 4: 3}",0
458,False,"{'a': 0.6, 'e': 0.6089977080824067}",25,6,-66.41567741062448,"{0: 15, 1: 0, 2: 1, 3: 2, 4: 1}",1
459,False,"{'a': 0.6, 'e': 0.6074101471828243}",30,0,-55.337777865636355,"{0: 22, 1: 1, 2: 6, 3: 1, 4: 0}",0
460,False,"{'a': 0.6, 'e': 0.6058201566434629}",25,13,-9.854228666059242,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
461,False,"{'a': 0.6, 'e': 0.6042277428242827}",20,2,-125.93689137179643,"{0: 12, 1: 0, 2: 2, 3: 2, 4: 2}",1
462,False,"{'a': 0.6, 'e': 0.6026329120949369}",30,6,-49.340635937927054,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 1}",1
463,False,"{'a': 0.6, 'e': 0.6010356708347461}",25,0,-42.03700361690673,"{0: 19, 1: 0, 2: 5, 3: 1, 4: 0}",0
464,False,"{'a': 0.6, 'e': 0.5994360254326734}",25,9,-107.25407073950277,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 2}",1
465,False,"{'a': 0.6, 'e': 0.5978339822872982}",25,0,-98.05508502938189,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
466,False,"{'a': 0.6, 'e': 0.596229547806791}",30,0,-176.07627193775107,"{0: 18, 1: 0, 2: 8, 3: 2, 4: 2}",0
467,False,"{'a': 0.6, 'e': 0.5946227284088876}",25,0,-0.9785191961450663,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
468,False,"{'a': 0.6, 'e': 0.5930135305208634}",20,0,-25.820687360656137,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
469,False,"{'a': 0.6, 'e': 0.5914019605795077}",20,2,-63.45488766318151,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 1}",1
470,False,"{'a': 0.6, 'e': 0.5897880250310983}",30,6,-27.785154607659365,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 0}",1
471,False,"{'a': 0.6, 'e': 0.588171730331375}",20,5,8.642925129536156,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
472,False,"{'a': 0.6, 'e': 0.5865530829455148}",25,0,-93.39183063944502,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
473,False,"{'a': 0.6, 'e': 0.5849320893481048}",25,0,-94.87061538119241,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
474,False,"{'a': 0.6, 'e': 0.5833087560231173}",25,7,-90.36475717011479,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 2}",1
475,False,"{'a': 0.6, 'e': 0.5816830894638835}",20,2,-25.775293643432164,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 0}",1
476,False,"{'a': 0.6, 'e': 0.5800550961730674}",20,8,-11.737594651386264,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
477,False,"{'a': 0.6, 'e': 0.57842478266264}",20,0,-8.247460384530939,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
478,False,"{'a': 0.6, 'e': 0.5767921554538532}",20,0,-67.38436544505191,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
479,False,"{'a': 0.6, 'e': 0.5751572210772137}",30,0,-100.72395281935741,"{0: 21, 1: 0, 2: 7, 3: 1, 4: 1}",0
480,False,"{'a': 0.6, 'e': 0.5735199860724567}",20,4,-40.28844337289246,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 1}",1
481,False,"{'a': 0.6, 'e': 0.5718804569885202}",20,6,-91.53546273698814,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 2}",1
482,False,"{'a': 0.6, 'e': 0.5702386403835181}",20,0,-88.20881901304458,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
483,False,"{'a': 0.6, 'e': 0.5685945428247149}",20,3,-116.05818959526525,"{0: 11, 1: 0, 2: 3, 3: 1, 4: 2}",1
484,False,"{'a': 0.6, 'e': 0.5669481708884985}",20,0,-91.02458431833568,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
485,False,"{'a': 0.6, 'e': 0.5652995311603544}",20,0,-32.65218190375173,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",1
486,False,"{'a': 0.6, 'e': 0.5636486302348395}",20,0,26.459054833934818,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
487,False,"{'a': 0.6, 'e': 0.561995474715555}",20,0,-34.5664538255838,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
488,False,"{'a': 0.6, 'e': 0.5603400712151212}",25,0,-107.20681732663502,"{0: 17, 1: 0, 2: 5, 3: 2, 4: 1}",1
489,False,"{'a': 0.6, 'e': 0.5586824263551495}",25,11,-30.69984999152487,"{0: 10, 1: 0, 2: 3, 3: 1, 4: 0}",1
490,False,"{'a': 0.6, 'e': 0.5570225467662173}",25,0,-70.52478320050557,"{0: 17, 1: 0, 2: 7, 3: 1, 4: 0}",0
491,False,"{'a': 0.6, 'e': 0.5553604390878408}",20,3,-146.5918965035521,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 3}",1
492,False,"{'a': 0.6, 'e': 0.5536961099684484}",20,0,-116.9087394067805,"{0: 12, 1: 0, 2: 5, 3: 2, 4: 1}",0
493,False,"{'a': 0.6, 'e': 0.5520295660653545}",25,0,-78.66529536595495,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
494,False,"{'a': 0.6, 'e': 0.5503608140447322}",20,5,-31.650257714424384,"{0: 11, 1: 0, 2: 3, 3: 1, 4: 0}",1
495,False,"{'a': 0.6, 'e': 0.5486898605815876}",20,16,9.03580820238615,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.6, 'e': 0.5470167123597323}",20,0,-64.40801517000575,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
497,False,"{'a': 0.6, 'e': 0.5453413760717569}",30,2,-26.859019977389334,"{0: 25, 1: 0, 2: 2, 3: 0, 4: 1}",1
498,False,"{'a': 0.6, 'e': 0.5436638584190043}",30,7,-95.62727689193129,"{0: 18, 1: 0, 2: 0, 3: 4, 4: 1}",1
499,False,"{'a': 0.6, 'e': 0.541984166111543}",30,17,-24.9836948234215,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 0}",1
500,False,"{'a': 0.6, 'e': 0.5403023058681398}",20,0,-39.24050588582711,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
501,False,"{'a': 0.6, 'e': 0.5386182844162335}",25,18,1.0510027207236359,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
502,False,"{'a': 0.6, 'e': 0.5369321084919078}",25,12,-27.149208906578806,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 0}",1
503,False,"{'a': 0.6, 'e': 0.535243784839864}",20,8,-14.882641097539368,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
504,False,"{'a': 0.6, 'e': 0.5335533202133944}",25,0,-21.028291759186747,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
505,False,"{'a': 0.6, 'e': 0.5318607213743555}",25,6,-51.72679224850263,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 1}",1
506,False,"{'a': 0.6, 'e': 0.5301659950931402}",20,0,-86.32330816127146,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
507,False,"{'a': 0.6, 'e': 0.5284691481486514}",30,18,-1.374414842096238,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
508,False,"{'a': 0.6, 'e': 0.5267701873282746}",20,4,-31.370603783089496,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
509,False,"{'a': 0.6, 'e': 0.525069119427851}",20,11,-28.23222630948734,"{0: 6, 1: 0, 2: 2, 3: 1, 4: 0}",1
510,False,"{'a': 0.6, 'e': 0.5233659512516496}",20,0,-94.45205671260535,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
511,False,"{'a': 0.6, 'e': 0.5216606896123411}",20,7,-27.86798654477643,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 0}",1
512,False,"{'a': 0.6, 'e': 0.5199533413309697}",20,0,-48.61527018774553,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
513,False,"{'a': 0.6, 'e': 0.5182439132369262}",30,6,-93.22275379435733,"{0: 20, 1: 0, 2: 0, 3: 2, 4: 2}",1
514,False,"{'a': 0.6, 'e': 0.5165324121679208}",20,0,-34.75586704679408,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
515,False,"{'a': 0.6, 'e': 0.5148188449699553}",20,0,-112.93970045862937,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
516,False,"{'a': 0.6, 'e': 0.5131032184972966}",20,11,-16.442511986415557,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 0}",1
517,False,"{'a': 0.6, 'e': 0.5113855396124478}",25,9,-91.43743280589894,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 2}",1
518,False,"{'a': 0.6, 'e': 0.5096658151861225}",20,6,-13.248183060595837,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
519,False,"{'a': 0.6, 'e': 0.507944052097216}",20,8,-16.10761647950255,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
520,False,"{'a': 0.6, 'e': 0.5062202572327784}",20,0,-32.392942359884294,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
521,False,"{'a': 0.6, 'e': 0.5044944374879868}",30,17,19.301478157577,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.6, 'e': 0.5027665997661179}",25,3,-21.101914979082,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
523,False,"{'a': 0.6, 'e': 0.5010367509785203}",25,19,9.908255890367883,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.4, 'e': 0.4993048980445869}",25,14,-11.21210129586035,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
525,False,"{'a': 0.4, 'e': 0.497571047891727}",25,0,-77.45241893607121,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
526,False,"{'a': 0.4, 'e': 0.495835207455339}",20,0,-74.9815960318782,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
527,False,"{'a': 0.4, 'e': 0.4940973836787822}",25,0,-97.84197669101248,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 2}",0
528,False,"{'a': 0.4, 'e': 0.4923575835133496}",20,0,-46.3003472473341,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
529,False,"{'a': 0.4, 'e': 0.49061581391823933}",20,0,-43.78953267602314,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
530,False,"{'a': 0.4, 'e': 0.48887208186052755}",25,0,-97.44672961264249,"{0: 18, 1: 0, 2: 4, 3: 2, 4: 1}",0
531,False,"{'a': 0.4, 'e': 0.4871263943151402}",20,11,-17.935902721216564,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 0}",1
532,False,"{'a': 0.4, 'e': 0.48537875826482507}",25,0,-40.165170401674395,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
533,False,"{'a': 0.4, 'e': 0.48362918070012406}",25,8,-93.01321840004599,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 2}",1
534,False,"{'a': 0.4, 'e': 0.48187766861934506}",20,14,-0.4303502105105528,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
535,False,"{'a': 0.4, 'e': 0.48012422902853413}",30,17,-59.083759588740854,"{0: 7, 1: 0, 2: 5, 3: 1, 4: 0}",1
536,False,"{'a': 0.4, 'e': 0.47836886894144715}",20,0,-126.00963136644957,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
537,False,"{'a': 0.4, 'e': 0.47661159537952236}",20,0,-81.52495695885993,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
538,False,"{'a': 0.4, 'e': 0.47485241537185147}",20,0,-45.219140211212455,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
539,False,"{'a': 0.4, 'e': 0.47309133595515224}",20,0,-43.25831755486706,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
540,False,"{'a': 0.4, 'e': 0.47132836417373997}",25,9,-1.092279236323405,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
541,False,"{'a': 0.4, 'e': 0.46956350707949945}",25,11,-65.76221414220761,"{0: 8, 1: 0, 2: 4, 3: 2, 4: 0}",1
542,False,"{'a': 0.4, 'e': 0.4677967717318567}",25,2,-58.37658298998922,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 2}",1
543,False,"{'a': 0.4, 'e': 0.46602816519775075}",30,7,-2.4339281778678266,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
544,False,"{'a': 0.4, 'e': 0.46425769455160537}",30,10,-53.806091839336624,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",1
545,False,"{'a': 0.4, 'e': 0.4624853668753008}",20,0,-23.12679249343664,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
546,False,"{'a': 0.4, 'e': 0.46071118925814536}",25,3,4.283231270961157,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
547,False,"{'a': 0.4, 'e': 0.4589351687968472}",30,1,-35.474528112942366,"{0: 24, 1: 0, 2: 3, 3: 2, 4: 0}",1
548,False,"{'a': 0.4, 'e': 0.45715731259548575}",25,0,-54.862227611440254,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
549,False,"{'a': 0.4, 'e': 0.45537762776548346}",20,8,-22.813396657917757,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
550,False,"{'a': 0.4, 'e': 0.4535961214255773}",20,0,-78.31778267420188,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 2}",0
551,False,"{'a': 0.4, 'e': 0.4518128007017902}",25,0,-6.182098918042529,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
552,False,"{'a': 0.4, 'e': 0.45002767272740274}",20,12,-37.817322200578914,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
553,False,"{'a': 0.4, 'e': 0.4482407446429244}",20,5,-39.133491749457846,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
554,False,"{'a': 0.4, 'e': 0.4464520235960651}",25,0,-68.54635806560849,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
555,False,"{'a': 0.4, 'e': 0.44466151674170673}",20,0,5.498870476661005,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
556,False,"{'a': 0.4, 'e': 0.4428692312418743}",20,0,3.3263543492795886,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
557,False,"{'a': 0.4, 'e': 0.44107517426570736}",35,25,-26.69325484601969,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
558,False,"{'a': 0.4, 'e': 0.43927935298943144}",30,8,8.34837656456306,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
559,False,"{'a': 0.4, 'e': 0.4374817745963293}",25,0,-159.76382177842933,"{0: 18, 1: 0, 2: 2, 3: 2, 4: 3}",0
560,False,"{'a': 0.4, 'e': 0.43568244627671204}",20,7,-78.81564097422984,"{0: 8, 1: 0, 2: 3, 3: 1, 4: 1}",1
561,False,"{'a': 0.4, 'e': 0.43388137522789066}",30,17,-6.606148128946537,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
562,False,"{'a': 0.4, 'e': 0.4320785686541468}",20,6,-36.631247721077294,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
563,False,"{'a': 0.4, 'e': 0.4302740337667045}",30,0,-33.40162604935462,"{0: 24, 1: 0, 2: 6, 3: 0, 4: 0}",0
564,False,"{'a': 0.4, 'e': 0.42846777778370077}",25,11,-52.73092302610396,"{0: 9, 1: 0, 2: 3, 3: 2, 4: 0}",1
565,False,"{'a': 0.4, 'e': 0.42665980793015723}",25,16,3.193659967182417,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
566,False,"{'a': 0.4, 'e': 0.4248501314379508}",25,0,2.4867960175609163,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
567,False,"{'a': 0.4, 'e': 0.42303875554578513}",20,0,-8.309018804924964,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
568,False,"{'a': 0.4, 'e': 0.42122568749916134}",20,9,-53.29913741757803,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 1}",1
569,False,"{'a': 0.4, 'e': 0.4194109345503491}",25,16,17.718437425802165,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.4, 'e': 0.41759450395835795}",25,2,5.288890632339963,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
571,False,"{'a': 0.4, 'e': 0.4157764029889078}",25,1,-158.49914866905445,"{0: 16, 1: 0, 2: 4, 3: 1, 4: 3}",1
572,False,"{'a': 0.4, 'e': 0.4139566389144}",20,8,5.300350010242658,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
573,False,"{'a': 0.4, 'e': 0.4121352190138885}",20,12,4.175220202206274,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
574,False,"{'a': 0.4, 'e': 0.4103121505730504}",20,0,-65.96045975232194,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
575,False,"{'a': 0.4, 'e': 0.40848744088415717}",25,11,-45.19635146015924,"{0: 9, 1: 0, 2: 4, 3: 1, 4: 0}",1
576,False,"{'a': 0.4, 'e': 0.40666109724604504}",25,12,-45.49461713600104,"{0: 8, 1: 0, 2: 4, 3: 1, 4: 0}",1
577,False,"{'a': 0.4, 'e': 0.4048331269640863}",25,0,-72.79741690036703,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
578,False,"{'a': 0.4, 'e': 0.4030035373501593}",20,0,-36.646915816719726,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
579,False,"{'a': 0.4, 'e': 0.4011723357226203}",20,10,-3.857627919728458,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
580,False,"{'a': 0.4, 'e': 0.3993395294062732}",25,0,-22.212073995042118,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
581,False,"{'a': 0.4, 'e': 0.397505125732341}",20,0,-78.57976090893071,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
582,False,"{'a': 0.4, 'e': 0.39566913203843584}",20,3,-36.16147126672783,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 0}",1
583,False,"{'a': 0.4, 'e': 0.3938315556685301}",20,0,-113.0066180581511,"{0: 15, 1: 0, 2: 1, 3: 2, 4: 2}",0
